Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,FIPS,CBSA 2020,RUCA,FORHP/ RURAL 2022,PSF PAYMENT,POS CERTIFIED BEDS,POS TOTAL BEDS,CR ACUTE BEDS,PSF BEDS,longitude,latitude
360156,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,FREMONT,OH,43420,SANDUSKY,(419) 332-7321,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,2,6,0,,8,8,,12,10,,48165,Neither,7.0,Rural,CAH,25,25,25.0,,-83.135768,41.339564
360156,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,FREMONT,OH,43420,SANDUSKY,(419) 332-7321,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,2,6,0,,8,8,,12,10,,48341,Micro,4.0,Rural,CAH,25,60,19.0,,-83.135768,41.339564
370178,MEMORIAL HOSPITAL,1401 WEST LOCUST,STILWELL,OK,74960,ADAIR,(918) 696-3101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,5,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,17163,Metro,1.0,Metro,PPS,341,341,298.0,298.0,-94.642909,35.809504
370178,MEMORIAL HOSPITAL,1401 WEST LOCUST,STILWELL,OK,74960,ADAIR,(918) 696-3101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,5,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,17067,Micro,10.0,Rural,CAH,25,48,18.0,,-94.642909,35.809504
370178,MEMORIAL HOSPITAL,1401 WEST LOCUST,STILWELL,OK,74960,ADAIR,(918) 696-3101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,5,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,17157,Neither,7.0,Rural,CAH,61,61,25.0,,-94.642909,35.809504
370178,MEMORIAL HOSPITAL,1401 WEST LOCUST,STILWELL,OK,74960,ADAIR,(918) 696-3101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,5,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,18017,Micro,4.0,Rural,SCH,83,83,37.0,40.0,-94.642909,35.809504
370178,MEMORIAL HOSPITAL,1401 WEST LOCUST,STILWELL,OK,74960,ADAIR,(918) 696-3101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,5,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,20041,Neither,7.0,Rural,CAH,25,25,21.0,,-94.642909,35.809504
370178,MEMORIAL HOSPITAL,1401 WEST LOCUST,STILWELL,OK,74960,ADAIR,(918) 696-3101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,5,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,31081,Neither,7.0,Rural,CAH,12,12,14.0,,-94.642909,35.809504
370178,MEMORIAL HOSPITAL,1401 WEST LOCUST,STILWELL,OK,74960,ADAIR,(918) 696-3101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,5,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,31159,Metro,7.0,Rural,CAH,25,25,24.0,,-94.642909,35.809504
370178,MEMORIAL HOSPITAL,1401 WEST LOCUST,STILWELL,OK,74960,ADAIR,(918) 696-3101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,5,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,39159,Metro,2.0,Metro,PPS,97,97,51.0,47.0,-94.642909,35.809504
370178,MEMORIAL HOSPITAL,1401 WEST LOCUST,STILWELL,OK,74960,ADAIR,(918) 696-3101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,5,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,39143,Micro,4.0,Rural,PPS,179,179,31.0,28.0,-94.642909,35.809504
370178,MEMORIAL HOSPITAL,1401 WEST LOCUST,STILWELL,OK,74960,ADAIR,(918) 696-3101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,5,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,40001,Neither,7.0,Rural,MDH,50,67,30.0,26.0,-94.642909,35.809504
370178,MEMORIAL HOSPITAL,1401 WEST LOCUST,STILWELL,OK,74960,ADAIR,(918) 696-3101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,5,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,48177,Neither,10.0,Rural,SCH,35,35,34.0,33.0,-94.642909,35.809504
370178,MEMORIAL HOSPITAL,1401 WEST LOCUST,STILWELL,OK,74960,ADAIR,(918) 696-3101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,5,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,48165,Neither,7.0,Rural,CAH,25,25,25.0,,-94.642909,35.809504
370178,MEMORIAL HOSPITAL,1401 WEST LOCUST,STILWELL,OK,74960,ADAIR,(918) 696-3101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,5,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,48341,Micro,4.0,Rural,CAH,25,60,19.0,,-94.642909,35.809504
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,(830) 672-7581,Acute Care Hospitals,Government - Hospital District or Authority,No,Y,Y,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,17163,Metro,1.0,Metro,PPS,341,341,298.0,298.0,-97.428736,29.517544
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,(830) 672-7581,Acute Care Hospitals,Government - Hospital District or Authority,No,Y,Y,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,17067,Micro,10.0,Rural,CAH,25,48,18.0,,-97.428736,29.517544
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,(830) 672-7581,Acute Care Hospitals,Government - Hospital District or Authority,No,Y,Y,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,17157,Neither,7.0,Rural,CAH,61,61,25.0,,-97.428736,29.517544
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,(830) 672-7581,Acute Care Hospitals,Government - Hospital District or Authority,No,Y,Y,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,18017,Micro,4.0,Rural,SCH,83,83,37.0,40.0,-97.428736,29.517544
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,(830) 672-7581,Acute Care Hospitals,Government - Hospital District or Authority,No,Y,Y,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,20041,Neither,7.0,Rural,CAH,25,25,21.0,,-97.428736,29.517544
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,(830) 672-7581,Acute Care Hospitals,Government - Hospital District or Authority,No,Y,Y,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,31081,Neither,7.0,Rural,CAH,12,12,14.0,,-97.428736,29.517544
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,(830) 672-7581,Acute Care Hospitals,Government - Hospital District or Authority,No,Y,Y,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,31159,Metro,7.0,Rural,CAH,25,25,24.0,,-97.428736,29.517544
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,(830) 672-7581,Acute Care Hospitals,Government - Hospital District or Authority,No,Y,Y,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,39159,Metro,2.0,Metro,PPS,97,97,51.0,47.0,-97.428736,29.517544
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,(830) 672-7581,Acute Care Hospitals,Government - Hospital District or Authority,No,Y,Y,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,39143,Micro,4.0,Rural,PPS,179,179,31.0,28.0,-97.428736,29.517544
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,(830) 672-7581,Acute Care Hospitals,Government - Hospital District or Authority,No,Y,Y,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,40001,Neither,7.0,Rural,MDH,50,67,30.0,26.0,-97.428736,29.517544
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,(830) 672-7581,Acute Care Hospitals,Government - Hospital District or Authority,No,Y,Y,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,48177,Neither,10.0,Rural,SCH,35,35,34.0,33.0,-97.428736,29.517544
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,(830) 672-7581,Acute Care Hospitals,Government - Hospital District or Authority,No,Y,Y,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,48165,Neither,7.0,Rural,CAH,25,25,25.0,,-97.428736,29.517544
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,(830) 672-7581,Acute Care Hospitals,Government - Hospital District or Authority,No,Y,Y,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,48341,Micro,4.0,Rural,CAH,25,60,19.0,,-97.428736,29.517544
451358,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,TX,79360,GAINES,(432) 758-4854,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,17163,Metro,1.0,Metro,PPS,341,341,298.0,298.0,-102.654942,32.721824
451358,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,TX,79360,GAINES,(432) 758-4854,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,17067,Micro,10.0,Rural,CAH,25,48,18.0,,-102.654942,32.721824
451358,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,TX,79360,GAINES,(432) 758-4854,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,17157,Neither,7.0,Rural,CAH,61,61,25.0,,-102.654942,32.721824
451358,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,TX,79360,GAINES,(432) 758-4854,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,18017,Micro,4.0,Rural,SCH,83,83,37.0,40.0,-102.654942,32.721824
451358,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,TX,79360,GAINES,(432) 758-4854,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,20041,Neither,7.0,Rural,CAH,25,25,21.0,,-102.654942,32.721824
451358,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,TX,79360,GAINES,(432) 758-4854,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,31081,Neither,7.0,Rural,CAH,12,12,14.0,,-102.654942,32.721824
451358,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,TX,79360,GAINES,(432) 758-4854,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,31159,Metro,7.0,Rural,CAH,25,25,24.0,,-102.654942,32.721824
451358,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,TX,79360,GAINES,(432) 758-4854,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,39159,Metro,2.0,Metro,PPS,97,97,51.0,47.0,-102.654942,32.721824
451358,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,TX,79360,GAINES,(432) 758-4854,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,39143,Micro,4.0,Rural,PPS,179,179,31.0,28.0,-102.654942,32.721824
451358,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,TX,79360,GAINES,(432) 758-4854,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,40001,Neither,7.0,Rural,MDH,50,67,30.0,26.0,-102.654942,32.721824
451358,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,TX,79360,GAINES,(432) 758-4854,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,48177,Neither,10.0,Rural,SCH,35,35,34.0,33.0,-102.654942,32.721824
451358,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,TX,79360,GAINES,(432) 758-4854,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,48165,Neither,7.0,Rural,CAH,25,25,25.0,,-102.654942,32.721824
451358,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,TX,79360,GAINES,(432) 758-4854,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,48341,Micro,4.0,Rural,CAH,25,60,19.0,,-102.654942,32.721824
451386,MEMORIAL HOSPITAL,224 E SECOND STREET,DUMAS,TX,79029,MOORE,(806) 935-7171,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,5,0,4,1,,8,Not Available,5.0,12,5,,17163,Metro,1.0,Metro,PPS,341,341,298.0,298.0,-78.417217,33.893032
451386,MEMORIAL HOSPITAL,224 E SECOND STREET,DUMAS,TX,79029,MOORE,(806) 935-7171,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,5,0,4,1,,8,Not Available,5.0,12,5,,17067,Micro,10.0,Rural,CAH,25,48,18.0,,-78.417217,33.893032
451386,MEMORIAL HOSPITAL,224 E SECOND STREET,DUMAS,TX,79029,MOORE,(806) 935-7171,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,5,0,4,1,,8,Not Available,5.0,12,5,,17157,Neither,7.0,Rural,CAH,61,61,25.0,,-78.417217,33.893032
451386,MEMORIAL HOSPITAL,224 E SECOND STREET,DUMAS,TX,79029,MOORE,(806) 935-7171,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,5,0,4,1,,8,Not Available,5.0,12,5,,18017,Micro,4.0,Rural,SCH,83,83,37.0,40.0,-78.417217,33.893032
451386,MEMORIAL HOSPITAL,224 E SECOND STREET,DUMAS,TX,79029,MOORE,(806) 935-7171,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,5,0,4,1,,8,Not Available,5.0,12,5,,20041,Neither,7.0,Rural,CAH,25,25,21.0,,-78.417217,33.893032
451386,MEMORIAL HOSPITAL,224 E SECOND STREET,DUMAS,TX,79029,MOORE,(806) 935-7171,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,5,0,4,1,,8,Not Available,5.0,12,5,,31081,Neither,7.0,Rural,CAH,12,12,14.0,,-78.417217,33.893032
451386,MEMORIAL HOSPITAL,224 E SECOND STREET,DUMAS,TX,79029,MOORE,(806) 935-7171,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,5,0,4,1,,8,Not Available,5.0,12,5,,31159,Metro,7.0,Rural,CAH,25,25,24.0,,-78.417217,33.893032
451386,MEMORIAL HOSPITAL,224 E SECOND STREET,DUMAS,TX,79029,MOORE,(806) 935-7171,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,5,0,4,1,,8,Not Available,5.0,12,5,,39159,Metro,2.0,Metro,PPS,97,97,51.0,47.0,-78.417217,33.893032
451386,MEMORIAL HOSPITAL,224 E SECOND STREET,DUMAS,TX,79029,MOORE,(806) 935-7171,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,5,0,4,1,,8,Not Available,5.0,12,5,,39143,Micro,4.0,Rural,PPS,179,179,31.0,28.0,-78.417217,33.893032
451386,MEMORIAL HOSPITAL,224 E SECOND STREET,DUMAS,TX,79029,MOORE,(806) 935-7171,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,5,0,4,1,,8,Not Available,5.0,12,5,,40001,Neither,7.0,Rural,MDH,50,67,30.0,26.0,-78.417217,33.893032
451386,MEMORIAL HOSPITAL,224 E SECOND STREET,DUMAS,TX,79029,MOORE,(806) 935-7171,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,5,0,4,1,,8,Not Available,5.0,12,5,,48177,Neither,10.0,Rural,SCH,35,35,34.0,33.0,-78.417217,33.893032
451386,MEMORIAL HOSPITAL,224 E SECOND STREET,DUMAS,TX,79029,MOORE,(806) 935-7171,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,5,0,4,1,,8,Not Available,5.0,12,5,,48165,Neither,7.0,Rural,CAH,25,25,25.0,,-78.417217,33.893032
451386,MEMORIAL HOSPITAL,224 E SECOND STREET,DUMAS,TX,79029,MOORE,(806) 935-7171,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,5,0,4,1,,8,Not Available,5.0,12,5,,48341,Micro,4.0,Rural,CAH,25,60,19.0,,-78.417217,33.893032
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST,JASPER,IN,47546,DUBOIS,(812) 996-2345,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,5,0,4,1,,8,3,1,2,0,,11,10,1,8,1,,8,8,,12,10,,18037,Micro,4.0,Rural,RRC,93,123,96.0,88.0,-86.941005,38.395074
110132,MEMORIAL HOSPITAL AND MANOR,1500 E SHOTWELL STREET,BAINBRIDGE,GA,39819,DECATUR,(229) 246-3500,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,Not Available,16,7,1,0,1,0,,8,2,1,1,0,,11,3,0,3,0,,8,Not Available,5.0,12,8,,13087,Micro,4.0,Rural,PPS,80,80,80.0,75.0,-84.552517,30.903072
250019,MEMORIAL HOSPITAL AT GULFPORT,4500 13TH STREET,GULFPORT,MS,39502,HARRISON,(228) 867-4000,Acute Care Hospitals,Government - Local,Yes,Y,Y,2,,7,7,0,7,0,,8,8,1,6,1,,11,11,0,10,1,,8,8,,12,11,,28047,Metro,1.0,Metro,RRC,445,445,278.0,309.0,-83.16943,42.187363
50528,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,LOS BANOS,CA,93635,MERCED,(209) 826-0591,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,4,0,4,0,,8,8,,12,9,,6047,Metro,4.0,Rural,SCH,48,48,26.0,37.0,-120.859171,37.063834
100285,MEMORIAL HOSPITAL MIRAMAR,1901 SW 172ND AVE,MIRAMAR,FL,33029,BROWARD,(954) 538-4810,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,4,,7,2,0,2,0,,8,7,1,6,0,,11,4,0,4,0,,8,8,,12,9,,12011,Metro,1.0,Metro,PPS,178,178,178.0,158.0,-80.372743,25.990636
531316,MEMORIAL HOSPITAL OF CARBON COUNTY,2221 WEST ELM STREET,RAWLINS,WY,82301,CARBON,(307) 324-2221,Critical Access Hospitals,Government - Local,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,Not Available,5.0,12,3,,56007,Neither,7.0,Rural,CAH,25,25,25.0,,-107.262064,41.786777
140164,MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,CARBONDALE,IL,62901,JACKSON,(618) 549-0721,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,7,0,7,0,,8,7,1,6,0,,11,11,0,10,1,,8,8,,12,9,,17077,Metro,1.0,Metro,RRC,140,140,175.0,172.0,-93.102567,41.331288
531302,MEMORIAL HOSPITAL OF CONVERSE COUNTY,111 SOUTH 5TH STREET,DOUGLAS,WY,82633,CONVERSE,(307) 358-2122,Critical Access Hospitals,Government - Local,Yes,,Y,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,6,0,6,0,,8,8,,12,3,,56009,Neither,7.0,Rural,CAH,25,25,25.0,,-105.380556,42.758732
50468,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,LOS ANGELES,(310) 532-4200,Acute Care Hospitals,Proprietary,Yes,Y,,1,,7,4,0,4,0,,8,5,1,3,1,,11,4,0,3,1,,8,8,,12,7,,6037,Metro,1.0,Metro,PPS,180,180,103.0,103.0,-118.294939,33.893021
521312,MEMORIAL HOSPITAL OF LAFAYETTE COUNTY,800 CLAY ST,DARLINGTON,WI,53530,LAFAYETTE,(608) 776-4466,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,1,0,1,0,,11,3,1,2,0,,8,Not Available,5.0,12,5,,55065,Neither,10.0,Rural,CAH,25,25,25.0,,-90.109846,42.68371
150058,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,SOUTH BEND,IN,46601,ST. JOSEPH,(574) 647-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,7,0,7,0,,8,7,1,5,1,,11,11,2,9,0,,8,8,,12,9,,18141,Metro,1.0,Metro,PPS,463,463,429.0,396.0,-86.251496,41.684121
